time,timestamp,frontend_adservice,frontend_currencyservice,checkoutservice_productcatalogservice,frontend_productcatalogservice,recommendationservice_productcatalogservice,checkoutservice_emailservice,checkoutservice_paymentservice,frontend_shippingservice,checkoutservice_shippingservice,checkoutservice_currencyservice,checkoutservice_cartservice,frontend_recommendationservice,frontend_checkoutservice,frontend_cartservice
2022-08-23 14:00:28.681708371 +0000 UTC m=+7260.664144646,1661263228,0.014807692,0.009015748,0.003727273,0.003970833,0.003413793,0.003,0.005833333,0.003666667,0.003888889,0.0045,0.005357143,0.008,0.1375,0.004671233
2022-08-23 14:01:28.726130674 +0000 UTC m=+7320.708566948,1661263288,0.012419355,0.008193277,0.0048,0.003997519,0.003415584,0.003333333,0.005625,0.004,0.0038,0.006,0.005625,0.007980769,0.2,0.004661538
2022-08-23 14:02:28.755628218 +0000 UTC m=+7380.738064493,1661263348,0.012586207,0.009488636,0.004142857,0.004601533,0.003372881,0.004,0.00625,0.0037,0.004,0.0038,0.005,0.008287037,0.25,0.00609375
2022-08-23 14:03:28.628954871 +0000 UTC m=+7440.611391174,1661263408,0.013055556,0.008326271,0.0042,0.004078125,0.003657534,0.003666667,0.005,0.003545455,0.005,0.004636364,0.007,0.008204225,0.25,0.005859375
2022-08-23 14:04:28.860298301 +0000 UTC m=+7500.842734576,1661263468,0.0175,0.008825,0.00625,0.004137755,0.003621622,0.833333333,0.003,0.003461538,0.003666667,0.004666667,0.005,0.008428571,1.625,0.004102564
2022-08-23 14:05:28.601991678 +0000 UTC m=+7560.584427963,1661263528,0.015571429,0.00838785,0.003923077,0.004099476,0.003507042,0.875,0.004,0.003727273,0.003666667,0.003631579,0.005,0.007884615,1.75,0.004285714
2022-08-23 14:06:28.863763667 +0000 UTC m=+7620.846199944,1661263588,0.015955882,0.037037037,0.004333333,0.00420098,0.003764706,0.875,0.004,0.003636364,0.0034,0.0042,0.0075,0.008566176,1.75,0.005942029
2022-08-23 14:07:28.877533538 +0000 UTC m=+7680.859969814,1661263648,0.012419355,0.009449153,0.0035,0.00417341,0.003507463,0.003,0.0038,0.003666667,0.0038,0.025,0.005625,0.008088235,0.175,0.005614754
2022-08-23 14:08:28.924182858 +0000 UTC m=+7740.906619134,1661263708,0.015472973,0.009256757,0.004846154,0.004235632,0.003666667,0.0035,0.0035,0.004,0.003,0.0875,0.003857143,0.008246269,0.416666667,0.004964912
2022-08-23 14:09:28.814484803 +0000 UTC m=+7800.796921078,1661263768,0.012177419,0.007892157,0.004714286,0.003834951,0.003177215,0.003333333,0.003333333,0.003727273,0.003545455,0.057142857,0.007083333,0.007875,0.175,0.004275362
2022-08-23 14:10:28.752982312 +0000 UTC m=+7860.735418587,1661263828,0.014642857,0.009209402,0.00325,0.004424936,0.004079365,0.003,0.004,0.003842105,0.004,0.004428571,0.0034,0.008923077,0.3125,0.003987952
2022-08-23 14:11:28.71728737 +0000 UTC m=+7920.699723654,1661263888,0.01483871,0.010340909,0.006666667,0.004005495,0.003294118,0.005,0.005,0.003933333,0.005,0.006666667,0.0075,0.007694805,0.25,0.006486486
2022-08-23 14:12:28.603309742 +0000 UTC m=+7980.585746016,1661263948,0.0158125,0.007643443,0.003444444,0.004361345,0.003513514,0.003,0.004,0.003736842,0.0034,0.004111111,0.0075,0.008333333,0.19375,0.005714286
2022-08-23 14:13:28.613885774 +0000 UTC m=+8040.596322049,1661264008,0.014054054,0.009712389,0.004466667,0.003886256,0.0034,0.003,0.75,0.003857143,0.0036,0.055357143,0.004714286,0.00796875,0.9375,0.003944444
2022-08-23 14:14:28.810395185 +0000 UTC m=+8100.792831461,1661264068,0.01375,0.008990826,0.0045,0.004061662,0.003636364,0.003,0.75,0.004,0.0034,0.075,0.0034,0.008333333,0.75,0.004041096
2022-08-23 14:15:28.670281336 +0000 UTC m=+8160.652717612,1661264128,0.016333333,0.009112319,0.004,0.004156177,0.003701299,0.003,0.75,0.003814815,0.005625,0.0046,0.003333333,0.008301282,0.791666667,0.004561644
2022-08-23 14:16:28.615071876 +0000 UTC m=+8220.597508151,1661264188,0.013863636,0.007982456,0.005625,0.004072816,0.003439024,0.003,0.75,0.004,0.0034,0.0075,0.0075,0.008018293,0.19375,0.005
2022-08-23 14:17:28.595256035 +0000 UTC m=+8280.577692350,1661264248,0.015227273,0.00825,0.003363636,0.004398176,0.003478873,0.003,0.004,0.003380952,0.0034,0.05,0.00375,0.008152174,0.75,0.005394737
2022-08-23 14:18:28.744417484 +0000 UTC m=+8340.726853759,1661264308,0.0161875,0.008427673,0.005833333,0.004669516,0.003461538,0.003,0.003666667,0.003952381,0.0042,0.05,0.006,0.008141026,0.22,0.004784615
2022-08-23 14:19:28.683191659 +0000 UTC m=+8400.665627945,1661264368,0.016328125,0.00792735,0.0075,0.004571865,0.003619718,0.003,0.003,0.00347619,0.003,0.004,0.003,0.008333333,0.225,0.004762712
2022-08-23 14:20:28.758826617 +0000 UTC m=+8460.741262893,1661264428,0.0145,0.00865,0.00375,0.004375415,0.003363636,0.004,0.0075,0.003588235,0.005,0.004111111,0.0075,0.008095238,0.375,0.005
2022-08-23 14:21:28.717065228 +0000 UTC m=+8520.699501504,1661264488,0.014285714,0.008445946,0.005,0.004204301,0.003754098,0.003,0.0035,0.003736842,0.003222222,0.029166667,0.005,0.008308824,0.291666667,0.006630435
2022-08-23 14:22:28.915375808 +0000 UTC m=+8580.897812084,1661264548,0.015625,0.007040441,0.0044,0.004084158,0.003348837,0.0045,0.058333333,0.003296296,0.003545455,0.005,0.005833333,0.007946429,0.2,0.005436508
2022-08-23 14:23:28.885473581 +0000 UTC m=+8640.867909855,1661264608,0.015304878,0.007156489,0.006666667,0.00414881,0.003285714,0.003,0.04375,0.003444444,0.003,0.004,0.004,0.007898551,0.175,0.004375
2022-08-23 14:24:28.767021016 +0000 UTC m=+8700.749457291,1661264668,0.0135,0.008276699,0.005,0.004055961,0.003493151,0.003285714,0.11875,0.00356,0.004333333,0.004,0.0059375,0.007993827,0.25,0.004066667
2022-08-23 14:25:28.906759205 +0000 UTC m=+8760.889195481,1661264728,0.013243243,0.0205,0.003222222,0.003984615,0.003589744,0.003,0.2125,0.004052632,0.004,0.005833333,0.005,0.00825,0.25,0.005486111
2022-08-23 14:26:28.77582045 +0000 UTC m=+8820.758256724,1661264788,0.017285714,0.006856618,0.0034,0.004002532,0.003333333,0.003,0.00875,0.004176471,0.005,0.145,0.00625,0.007948718,0.175,0.006014493
2022-08-23 14:27:28.786559377 +0000 UTC m=+8880.768995662,1661264848,0.015357143,0.009054622,0.0034,0.00383871,0.00332,0.003,0.005,0.0036,0.003,0.003666667,0.003666667,0.00777439,0.5,0.003886076
2022-08-23 14:28:28.647030074 +0000 UTC m=+8940.629466356,1661264908,0.017285714,0.010625,0.004,0.004538043,0.003956522,0.003,0.0075,0.0038,0.005,0.05625,0.005,0.008485915,0.375,0.005283019
2022-08-23 14:29:28.71403512 +0000 UTC m=+9000.696471395,1661264968,0.013482143,0.006858407,0.0059375,0.004034314,0.003375,0.003,0.005833333,0.004333333,0.003857143,0.05,0.005833333,0.007957317,0.175,0.004492537
2022-08-23 14:30:28.752329541 +0000 UTC m=+9060.734765818,1661265028,0.014596774,0.008770492,0.003909091,0.105020921,0.080263158,0.003,0.005,0.003307692,0.0042,0.005,0.007857143,0.127717391,0.25,0.005222222
2022-08-23 14:31:28.802717166 +0000 UTC m=+9120.785153449,1661265088,0.01125,0.006207627,0.083333333,0.126501767,0.098648649,0.004,0.00625,0.003625,0.004,0.058333333,0.007,0.1435,0.375,0.005
2022-08-23 14:32:28.698865606 +0000 UTC m=+9180.681301881,1661265148,0.013984375,0.006294326,0.090909091,0.136095101,0.1203125,0.003,0.004,0.004466667,0.0034,0.004,0.005357143,0.144736842,0.375,0.004015385
2022-08-23 14:33:28.632345015 +0000 UTC m=+9240.614781290,1661265208,0.0165,0.007406015,0.1625,0.124509804,0.140909091,0.003666667,0.008333333,0.005178571,0.007142857,0.004142857,0.005,0.159090909,0.225,0.00472549
2022-08-23 14:34:28.491500926 +0000 UTC m=+9300.473937201,1661265268,0.01525,0.007821429,0.0075,0.004085847,0.003222222,0.003,0.0075,0.003952381,0.003666667,0.08,0.003666667,0.007861111,0.3125,0.004361111
2022-08-23 14:35:28.789503307 +0000 UTC m=+9360.771939588,1661265328,0.014107143,0.00715812,0.00475,0.003882629,0.00325,0.003,0.005833333,0.003526316,0.005,0.004076923,0.006428571,0.007727273,0.145,0.004809524
2022-08-23 14:36:28.926811382 +0000 UTC m=+9420.909247665,1661265388,0.0158125,0.007200704,0.0055,0.003711957,0.003482759,0.003,0.003666667,0.003666667,0.0042,0.003888889,0.005,0.007916667,0.3125,0.005
2022-08-23 14:37:28.714029764 +0000 UTC m=+9480.696466040,1661265448,0.017142857,0.007416107,0.003,0.004191257,0.003179487,0.003,0.003666667,0.003631579,0.003666667,0.004,0.003666667,0.007746914,0.2125,0.004476923
2022-08-23 14:38:28.909553459 +0000 UTC m=+9540.891989743,1661265508,0.015806452,0.006626712,0.004428571,0.003975369,0.003325581,0.005,0.005,0.0045,0.003666667,0.0375,0.00625,0.007827381,0.15,0.004108108
2022-08-23 14:39:28.634010706 +0000 UTC m=+9600.616446981,1661265568,0.015535714,0.008306452,0.004333333,0.004498452,0.003297297,0.003666667,0.0075,0.0046,0.003285714,0.01,0.006,0.007972973,0.175,0.006060606
2022-08-23 14:40:28.680027756 +0000 UTC m=+9660.662464035,1661265628,0.012,0.007962963,0.75,0.423148148,0.979166667,0.003,0.003,0.004090909,0.005,0.005,0.005,0.944444444,0.5,0.006793478
2022-08-23 14:41:28.545801693 +0000 UTC m=+9720.528237970,1661265688,0.013375,0.006794872,0.458333333,0.407374101,0.983333333,0.003,0.00625,0.004142857,0.003,0.005,0.005,1.075,0.875,0.004575758
2022-08-23 14:42:28.649130489 +0000 UTC m=+9780.631566765,1661265748,0.0125,0.005941558,0.375,0.445,1.361111111,0.003,0.0075,0.00375,0.003,0.0075,0.003,1.375,0.375,0.005217391
2022-08-23 14:43:28.766939192 +0000 UTC m=+9840.749375468,1661265808,0.01,0.007386364,,1.311320755,9.6875,,,0.003666667,,,,8.75,,0.005
2022-08-23 14:44:28.77834422 +0000 UTC m=+9900.760780495,1661265868,0.03125,0.00825,,3.333333333,,,,0.003,,,,,,0.0055
2022-08-23 14:45:28.685223488 +0000 UTC m=+9960.667659763,1661265928,0.0135625,0.01275,0.0042,0.004067358,0.003441558,0.003,0.003,0.00375,0.003666667,0.0625,0.0065,0.008019481,0.25,0.006054688
2022-08-23 14:46:28.646793202 +0000 UTC m=+10020.629229476,1661265988,0.016057692,0.008326772,0.0034,0.004030879,0.003526316,0.003333333,0.003333333,0.0041,0.003333333,0.0075,0.004111111,0.00804878,0.175,0.005921053
2022-08-23 14:47:28.824246948 +0000 UTC m=+10080.806683223,1661266048,0.011935484,0.008551587,0.003888889,0.003772512,0.003358974,0.003,0.00625,0.003875,0.003181818,0.0048,0.004,0.007839506,0.19375,0.004516129
2022-08-23 14:48:29.03200136 +0000 UTC m=+10141.014437645,1661266109,0.013,0.004558824,0.0175,0.004446154,0.00375,0.004,0.00625,,0.004,0.0075,0.007083333,0.007777778,0.0625,0.0055
2022-08-23 14:49:28.622721994 +0000 UTC m=+10200.605158273,1661266168,0.009166667,0.006791667,0.003,0.004963636,0.003533333,0.003,0.003333333,,0.004111111,0.006875,0.006666667,0.008125,0.0375,0.00625
2022-08-23 14:50:28.865251604 +0000 UTC m=+10260.847687878,1661266228,0.013333333,0.007552083,0.0075,0.004781818,0.003571429,0.003,0.0075,,0.005,0.005,0.004333333,0.008333333,0.075,0.004428571
2022-08-23 14:51:28.811714356 +0000 UTC m=+10320.794150631,1661266288,0.018269231,0.008664122,0.006071429,0.004277045,0.003493827,0.004333333,0.0035,0.003842105,0.003857143,0.005,0.006428571,0.007993827,0.2125,0.006089744
2022-08-23 14:52:28.545063992 +0000 UTC m=+10380.527500271,1661266348,0.0175,0.00778125,0.005357143,0.004466307,0.003321839,0.003,0.0034,0.005,0.0032,0.03125,0.004666667,0.007911765,0.2,0.006577381
2022-08-23 14:53:28.63668805 +0000 UTC m=+10440.619124325,1661266408,0.014772727,0.009295455,0.004333333,0.004074419,0.003542857,0.0035,0.004333333,0.00316,0.0035,0.025,0.003857143,0.008269231,0.196428571,0.003896552
2022-08-23 14:54:28.740655357 +0000 UTC m=+10500.723091633,1661266468,0.012837838,0.007630208,0.004636364,0.003869779,0.0035,0.003,0.00325,0.00375,0.00325,0.04375,0.005,0.008033333,0.2,0.005
2022-08-23 14:55:28.547742863 +0000 UTC m=+10560.530179138,1661266528,0.012205882,0.00826,0.00625,0.004020513,0.003457831,0.003,0.004333333,0.003666667,0.004333333,0.004714286,0.005833333,0.008059211,0.22,0.005307018
2022-08-23 14:56:29.122048689 +0000 UTC m=+10621.104484965,1661266589,0.014396552,0.008278689,0.025,0.044021739,0.356343284,0.003,0.0035,0.003714286,0.004333333,0.004714286,0.006875,0.378571429,0.291666667,0.004419355
2022-08-23 14:57:28.986300875 +0000 UTC m=+10680.968737158,1661266648,0.016689189,0.007605263,0.01,0.009751908,0.327830189,0.003,0.003666667,0.004076923,0.003,0.008333333,0.003285714,0.344262295,0.291666667,0.004230769
2022-08-23 14:58:28.648341227 +0000 UTC m=+10740.630777503,1661266708,0.016796875,0.007592593,0.008333333,0.032386364,0.316176471,0.003,0.005833333,0.003666667,0.004333333,0.00625,0.006428571,0.333333333,0.175,0.006
2022-08-23 14:59:28.647527832 +0000 UTC m=+10800.629964118,1661266768,0.016136364,0.007903226,0.004555556,0.004324022,0.003666667,0.003,0.0035,0.003823529,0.003857143,0.008125,0.005,0.008309859,0.15625,0.006536145
2022-08-23 15:00:28.66795878 +0000 UTC m=+10860.650395055,1661266828,0.014573171,0.00837156,0.005,0.004045226,0.003394737,0.00325,0.0046,0.0035,0.0034,0.005833333,0.003769231,0.007974684,0.175,0.004012987
2022-08-23 15:01:28.553905873 +0000 UTC m=+10920.536342148,1661266888,0.015714286,0.00612782,0.003,0.004034934,0.003494382,0.003,0.00625,0.003666667,0.004,0.00625,0.005,0.007786458,0.175,0.005530303
2022-08-23 15:02:28.583896945 +0000 UTC m=+10980.566333219,1661266948,0.015390625,0.011285714,0.0045,0.004010363,0.003366197,0.003,0.0035,0.004047619,0.003222222,0.0075,0.003857143,0.008047945,0.1875,0.004896552
2022-08-23 15:03:28.873567299 +0000 UTC m=+11040.856003584,1661267008,0.015526316,0.008595238,0.005833333,0.004010417,0.003507042,0.003,0.005625,0.003181818,0.0045,0.00875,0.003333333,0.00806338,0.175,0.004078947
2022-08-23 15:04:29.036924653 +0000 UTC m=+11101.019360938,1661267069,0.015208333,0.006915323,0.005,0.004120567,0.003304348,0.003,0.003666667,0.0036,0.003285714,0.01,0.0042,0.007865169,0.2,0.004388889
2022-08-23 15:05:28.76380059 +0000 UTC m=+11160.746236874,1661267128,0.009318182,0.0075,0.0175,0.005133929,0.003545455,0.003,0.005,,0.003666667,0.005,0.003666667,0.008333333,0.1375,0.004625
2022-08-23 15:06:28.625226644 +0000 UTC m=+11220.607662949,1661267188,0.01,0.006676136,0.003,0.005482456,0.004454545,0.003,0.0075,,0.003,0.003,0.006666667,0.009318182,0.025,0.00625
2022-08-23 15:07:28.794183747 +0000 UTC m=+11280.776620023,1661267248,0.009166667,0.006209677,0.0075,0.004075,0.003421053,0.003,0.005,,0.005,0.003,0.0075,0.008653846,0.022,0.005657895
2022-08-23 15:08:28.631472319 +0000 UTC m=+11340.613908593,1661267308,0.016176471,0.007481061,0.003461538,0.004203085,0.003425,0.0035,0.004333333,0.003461538,0.005,0.0045,0.003857143,0.008369565,0.19375,0.004076923
2022-08-23 15:09:28.727888676 +0000 UTC m=+11400.710324969,1661267368,0.0128125,0.0083,0.005,0.003693111,0.0035,0.003,0.0075,0.003857143,0.0042,0.06,0.006,0.008109756,0.205,0.003741573
2022-08-23 15:10:28.960000708 +0000 UTC m=+11460.942436983,1661267428,0.013392857,0.008861607,0.004466667,0.004250704,0.003575758,0.00325,0.0046,0.003823529,0.0034,0.05625,0.0046,0.008033333,0.175,0.005546875
2022-08-23 15:11:28.714449525 +0000 UTC m=+11520.696885800,1661267488,0.015425532,0.008568841,0.0075,0.004073569,0.00332,0.003,0.005,0.003571429,0.003181818,0.00475,0.004428571,0.007966667,0.175,0.005942029
2022-08-23 15:12:28.780090313 +0000 UTC m=+11580.762526588,1661267548,0.0115,0.009031532,0.005833333,0.00375,0.003606061,0.003,0.003666667,0.00347619,0.003285714,0.0175,0.005,0.008235294,0.583333333,0.003753247
2022-08-23 15:13:28.721388636 +0000 UTC m=+11640.703824911,1661267608,0.013409091,0.007606383,0.00375,0.004087912,0.00330137,0.0034,0.005,0.004058824,0.0034,0.004777778,0.004,0.422619048,0.235,0.004666667
2022-08-23 15:14:28.810937355 +0000 UTC m=+11700.793373631,1661267668,0.015277778,0.008378378,0.005,0.004427692,0.00324,0.003,0.007083333,0.004666667,0.0038,0.004333333,0.0075,0.398648649,0.23125,0.006077586
2022-08-23 15:15:28.831067351 +0000 UTC m=+11760.813503636,1661267728,0.014565217,0.007735849,0.003857143,0.00434471,0.003327869,0.005,0.005,0.003823529,0.003666667,0.067857143,0.005833333,0.435,0.5,0.005932203
2022-08-23 15:16:28.899306237 +0000 UTC m=+11820.881742512,1661267788,0.01527027,0.0185,0.007045455,0.004427793,0.003533333,0.0035,0.006875,0.004,0.003857143,0.033333333,0.004333333,0.008428571,0.25,0.004263158
2022-08-23 15:17:29.079534466 +0000 UTC m=+11881.061970758,1661267849,0.015322581,0.008269231,0.005833333,0.003966507,0.003311688,0.004333333,0.004,0.003952381,0.0034,0.01375,0.004142857,0.007896341,0.2,0.003926829
2022-08-23 15:18:28.687415132 +0000 UTC m=+11940.669851408,1661267908,0.014655172,0.007684426,0.006136364,0.004102041,0.0033,0.0034,0.004,0.00348,0.004428571,0.004066667,0.006666667,0.007787356,0.175,0.005950704
2022-08-23 15:19:28.827338124 +0000 UTC m=+12000.809774399,1661267968,0.012777778,0.009107143,0.0075,0.004247813,0.003617647,0.003,0.004,0.00475,0.004428571,0.01,0.00625,0.008398438,0.2125,0.005
2022-08-23 15:20:28.817877075 +0000 UTC m=+12060.800313382,1661268028,0.014011628,0.008157895,0.006666667,0.003997347,0.003588235,0.003,0.005,0.003555556,0.0042,0.05,0.007142857,0.007861842,0.375,0.004042254
2022-08-23 15:21:28.681686934 +0000 UTC m=+12120.664123217,1661268088,0.013857143,0.009188034,0.005,0.003871921,0.003317073,0.003333333,0.0065,0.003526316,0.004111111,0.004375,0.004111111,0.008204225,0.2125,0.00415493
2022-08-23 15:22:28.846513177 +0000 UTC m=+12180.828949452,1661268148,0.0146875,0.007281553,0.005,0.004542484,0.00735,0.003,0.005,0.003952381,0.0075,0.066666667,0.003666667,0.932692308,0.175,0.005408163
2022-08-23 15:23:28.718228134 +0000 UTC m=+12240.700664409,1661268208,0.015073529,0.007389381,0.0046,0.005640097,0.007386364,0.003,0.005833333,0.004333333,0.004333333,0.004111111,0.007222222,0.882352941,0.1,0.00546875
2022-08-23 15:24:28.78718592 +0000 UTC m=+12300.769622196,1661268268,0.012410714,0.006122449,0.005,0.005174419,0.007824074,0.003,0.003,0.003470588,0.005,0.005,0.003666667,0.644230769,0.19375,0.003818182
2022-08-23 15:25:28.566090105 +0000 UTC m=+12360.548526381,1661268328,0.011730769,0.006054688,0.004,0.005064655,0.008125,0.00625,0.00625,0.005714286,0.004,0.004428571,0.004,5.131578947,0.15,0.003571429
2022-08-23 15:26:28.757913638 +0000 UTC m=+12420.740349913,1661268388,0.016081081,0.008504673,0.003666667,0.004090508,0.003382022,0.005,0.003,0.003642857,0.003,0.0034,0.005,0.007853261,0.225,0.005590278
2022-08-23 15:27:28.90753649 +0000 UTC m=+12480.889972766,1661268448,0.01525,0.009495968,0.00475,0.004127726,0.003375,0.003,0.004333333,0.0034,0.003857143,0.004636364,0.0075,0.007846154,0.175,0.006031746
2022-08-23 15:28:28.706549243 +0000 UTC m=+12540.688985518,1661268508,0.016,0.00702,0.004076923,0.003820896,0.003285714,0.003285714,0.003666667,0.004538462,0.003666667,0.0045,0.004555556,0.007960526,0.1375,0.004138889
2022-08-23 15:29:28.858166421 +0000 UTC m=+12600.840602696,1661268568,0.012946429,0.009325,0.005,0.0040625,0.003738462,0.003666667,0.003666667,0.004176471,0.003666667,0.0625,0.0065,0.008214286,0.205,0.003725
2022-08-23 15:30:28.657399316 +0000 UTC m=+12660.639835592,1661268628,0.014821429,0.005783582,0.0045,0.003696517,0.003457143,0.004,0.00625,0.003444444,0.004,0.004333333,0.007,4.1796875,0.175,0.005
2022-08-23 15:31:28.912456588 +0000 UTC m=+12720.894892863,1661268688,0.011323529,0.007132353,0.0075,0.004209756,0.00468,0.003,0.003,0.003833333,0.003,0.003,0.0075,3.53125,0.25,0.005073529
2022-08-23 15:32:28.864625423 +0000 UTC m=+12780.847061696,1661268748,0.0175,0.006367188,0.0035,0.004058201,0.003571429,0.003,0.0075,0.003307692,0.0075,0.004,0.003,3.841463415,,0.004
2022-08-23 15:33:28.960496361 +0000 UTC m=+12840.942932636,1661268808,0.011418919,0.008339416,0.00625,0.00385654,0.003404762,0.0038,0.0045,0.0035,0.0038,0.005833333,0.00675,0.007861111,0.1375,0.00596875
2022-08-23 15:34:28.724634276 +0000 UTC m=+12900.707070600,1661268868,0.01575,0.009690265,0.004,0.004307692,0.003375,0.005,0.005,0.003545455,0.003,0.0035,0.008333333,0.008108108,0.205,0.005443548
2022-08-23 15:35:28.838405069 +0000 UTC m=+12960.820841344,1661268928,0.015328947,0.010576923,0.003,0.004765152,0.003419355,0.003,0.00625,0.003933333,0.004,0.004333333,0.004,0.008872549,,0.004015385
2022-08-23 15:36:28.59986468 +0000 UTC m=+13020.582300956,1661268988,0.01525,0.030978261,0.004,0.004142077,0.003463768,0.003,0.003,0.003941176,0.004,0.004,0.00625,0.008257576,0.175,0.0064
2022-08-23 15:37:28.959942606 +0000 UTC m=+13080.942378882,1661269048,0.017682927,0.008482906,0.005,0.00400831,0.003366197,0.003,0.0034,0.0046,0.0034,0.045,0.005,0.007804054,0.2125,0.005819672
2022-08-23 15:38:28.84123728 +0000 UTC m=+13140.823673556,1661269108,0.012419355,0.007941176,0.005,0.004080119,0.003352941,0.003,0.005,0.003631579,0.005,0.01,0.005,0.007898551,0.175,0.003849315
2022-08-23 15:39:28.607393796 +0000 UTC m=+13200.589830072,1661269168,0.009868421,0.00719697,0.004666667,0.004005128,0.00338961,0.003,0.003,0.5,0.583333333,0.004555556,0.005,0.007987013,1.75,0.003909091
2022-08-23 15:40:28.709263658 +0000 UTC m=+13260.691699934,1661269228,0.016458333,0.008115672,0.003333333,0.003974093,0.0036,0.003,0.003,0.5,0.5,0.003571429,0.0075,0.008040541,1.75,0.005664063
2022-08-23 15:41:28.658322122 +0000 UTC m=+13320.640758397,1661269288,0.014722222,0.007826087,0.0042,0.004117647,0.00342623,0.003,0.006875,0.489583333,0.583333333,0.00425,0.006875,0.008189655,1.75,0.0056
2022-08-23 15:42:28.800455213 +0000 UTC m=+13380.782891496,1661269348,0.014285714,0.009730392,0.007,0.003884817,0.003202532,0.003,0.003666667,0.003555556,0.40625,0.004,0.005625,0.007766667,0.25,0.004041096
2022-08-23 15:43:28.827713378 +0000 UTC m=+13440.810149653,1661269408,0.0169375,0.007705224,0.004333333,0.004162304,0.003337349,0.003666667,0.003,0.003592593,0.003,0.0045,0.005,0.007891566,0.3125,0.005169492
2022-08-23 15:44:28.834091217 +0000 UTC m=+13500.816527496,1661269468,0.015576923,0.008780488,0.0075,0.004544444,0.003788732,0.004,0.005,0.0038,0.003666667,0.00875,0.007142857,0.008390411,0.19,0.004369863
2022-08-23 15:45:28.840799696 +0000 UTC m=+13560.823235972,1661269528,0.010681818,0.009166667,0.0055,0.004258667,0.003296296,0.003,0.004,0.0039,0.0034,0.05,0.005714286,0.00796875,0.2125,0.004774194
2022-08-23 15:46:28.582910757 +0000 UTC m=+13620.565347031,1661269588,0.014090909,0.00793578,0.005,0.004321337,0.003760563,0.003,0.003,0.004571429,0.003,0.0175,0.005,0.008424658,0.25,0.005808824
2022-08-23 15:47:29.034251361 +0000 UTC m=+13681.016687636,1661269649,0.013870968,0.028240741,0.0035,0.004242938,0.003625,0.003,0.003,0.003521739,0.003,0.003333333,0.0075,0.008181818,0.2125,0.004078947
2022-08-23 15:48:28.6701843 +0000 UTC m=+13740.652620575,1661269708,0.013851351,0.00782,0.0042,0.003738462,0.003317073,0.004,0.00625,0.048214286,0.083333333,0.004666667,0.005,0.008044872,0.40625,0.00452381
2022-08-23 15:49:28.885576574 +0000 UTC m=+13800.868012866,1661269768,0.014076087,0.008377193,0.0042,0.004020225,0.003292135,0.005,0.004,0.121428571,0.091666667,0.004142857,0.006875,0.007833333,0.375,0.005492424
2022-08-23 15:50:28.602919924 +0000 UTC m=+13860.585356207,1661269828,0.014883721,0.007026144,0.00475,0.00445977,0.003666667,0.00325,0.0055,0.08125,0.083333333,0.0075,0.005,0.008066667,0.333333333,0.005362903
2022-08-23 15:51:28.928508263 +0000 UTC m=+13920.910944565,1661269888,0.014934211,0.021730769,0.005,0.004399361,0.003375,0.003,0.003,0.16,0.083333333,0.005,0.005,0.008038462,0.458333333,0.004966102
2022-08-23 15:52:28.88745796 +0000 UTC m=+13980.869894235,1661269948,0.013851351,0.039,0.003695652,0.004006993,0.003493506,0.003666667,0.0042,0.003833333,0.004555556,0.00425,0.005,0.008266667,0.416666667,0.004386667
2022-08-23 15:53:28.801305229 +0000 UTC m=+14040.783741504,1661270008,0.014928571,0.022065217,0.0046,0.004361823,0.0036,0.003,0.0045,0.0037,0.003153846,0.004846154,0.006111111,0.008214286,0.333333333,0.006351351
2022-08-23 15:54:28.756477581 +0000 UTC m=+14100.738913895,1661270068,0.013970588,0.007740741,0.006875,0.004407855,0.003383562,0.003,0.004,0.004538462,0.004,0.005,0.007,0.008198529,0.2125,0.006
2022-08-23 15:55:28.859600901 +0000 UTC m=+14160.842037194,1661270128,0.016875,0.009662698,0.003285714,0.004738602,0.003426667,0.003,0.003,0.003666667,0.003,0.004666667,0.0034,0.007974684,0.19375,0.00504386
2022-08-23 15:56:29.038535073 +0000 UTC m=+14221.020971378,1661270189,0.011928571,0.008507752,0.005625,0.004162562,0.003816901,0.003333333,0.005625,0.004142857,0.003727273,0.05625,0.004333333,0.008472222,0.2125,0.004243243
2022-08-23 15:57:28.971103507 +0000 UTC m=+14280.953539783,1661270248,0.0145,0.008758865,0.003545455,0.004197772,0.003346667,0.003,0.0034,0.676470588,0.1,0.008333333,0.004428571,0.007939189,,0.004470588
2022-08-23 15:58:28.921003693 +0000 UTC m=+14340.903439997,1661270308,0.014807692,0.010441176,0.003727273,0.004110497,0.003636364,0.003,0.004,0.75,0.1,0.025,0.0045,0.008088235,0.8,0.00637931
2022-08-23 15:59:28.834379364 +0000 UTC m=+14400.816815652,1661270368,0.015089286,0.008276515,0.00525,0.004198895,0.003278481,0.003,0.0035,0.675,0.005,0.0175,0.005,0.007960526,0.75,0.00625
2022-08-23 16:00:28.843194 +0000 UTC m=+14460.825630274,1661270428,0.014207317,0.007552632,0.0046,0.003966921,0.003325,0.0035,0.004333333,0.003363636,0.003857143,0.004833333,0.005,0.00788961,0.15625,0.004460317
2022-08-23 16:01:28.78240207 +0000 UTC m=+14520.764838344,1661270488,0.010555556,0.008379121,0.005,0.003777143,0.003333333,0.004,0.003,0.003210526,0.003,0.0075,0.005,0.007936508,0.25,0.003861538
