time,timestamp,frontend_currencyservice,frontend_shippingservice,frontend_checkoutservice,frontend_adservice,checkoutservice_productcatalogservice,frontend_cartservice,checkoutservice_emailservice,frontend_productcatalogservice,checkoutservice_cartservice,recommendationservice_productcatalogservice,frontend_recommendationservice,checkoutservice_currencyservice,checkoutservice_shippingservice,checkoutservice_paymentservice
2022-08-22 07:46:20.224886329 +0000 UTC m=+14100.730840308,1661154380,0.0165,0.003,0.225,0.013214286,0.006071429,0.003101695,0.003,0.005034404,0.003181818,0.007152778,0.013088235,0.004833333,0.003,0.003
2022-08-22 07:47:20.381113947 +0000 UTC m=+14160.887067928,1661154440,0.004676471,0.003,0.2125,0.010714286,0.005555556,0.003035088,0.003,0.004801205,0.003,0.006959459,0.009895833,0.004,0.002866667,0.003
2022-08-22 07:48:20.341180358 +0000 UTC m=+14220.847134338,1661154500,0.00438835,0.003111111,0.175,0.019375,0.0085,0.003052632,0.003,0.004841155,0.003,0.006034483,0.009245283,0.004333333,0.003,0.003
2022-08-22 07:49:20.062658013 +0000 UTC m=+14280.568611993,1661154560,0.003868526,0.003,0.175,0.015,0.005625,0.003091743,0.003,0.005169903,0.003,0.007564103,0.012142857,0.003666667,0.003,0.003
2022-08-22 07:50:20.159982773 +0000 UTC m=+14340.665936753,1661154620,0.004649289,0.003,0.625,0.013658537,0.007222222,0.003017857,0.003,0.006760417,0.003,0.009017857,0.015232558,0.004555556,0.003,0.003
2022-08-22 07:51:20.193067105 +0000 UTC m=+14400.699021086,1661154680,0.004408451,0.003,0.175,0.013333333,0.005357143,0.003033613,0.003,0.005924125,0.003,0.008548387,0.009901961,0.003666667,0.003,0.003
2022-08-22 07:52:20.139568863 +0000 UTC m=+14460.645522843,1661154740,0.008,0.003,0.175,0.016428571,0.0075,0.003018182,0.003,0.006150628,0.003,0.008785714,0.013970588,0.003769231,0.003,0.003
2022-08-22 07:53:20.038839878 +0000 UTC m=+14520.544793857,1661154800,0.004644231,0.003,0.4375,0.013181818,0.008125,0.003113208,0.003,0.006392694,0.003,0.009,0.014207317,0.066666667,0.003,0.003
2022-08-22 07:54:20.251309728 +0000 UTC m=+14580.757263708,1661154860,0.004013575,0.003,0.205,0.020086207,0.006388889,0.003018519,0.003,0.00541866,0.003,0.008203125,0.01359375,0.003272727,0.003,0.003
2022-08-22 07:55:20.200262136 +0000 UTC m=+14640.706216117,1661154920,0.004708738,0.003,0.19,0.024659091,0.004777778,0.003037736,0.003,0.005454545,0.003,0.007628205,0.012378049,0.004846154,0.002894737,0.003
2022-08-22 07:56:20.124975159 +0000 UTC m=+14700.630929164,1661154980,0.004552743,0.003,0.2125,0.0209375,0.0038,0.003016,0.003,0.004652733,0.003,0.006648936,0.009840426,0.004333333,0.003,0.003
2022-08-22 07:57:20.347123915 +0000 UTC m=+14760.853077894,1661155040,0.004589286,0.003,0.1875,0.015,0.008181818,0.003033058,0.003,0.005966312,0.003,0.008043478,0.015238095,0.003909091,0.003,0.003
2022-08-22 07:58:20.443935961 +0000 UTC m=+14820.949889941,1661155100,0.005725806,0.003,0.225,0.01347561,0.009,0.003095238,0.003,0.005595238,0.003105263,0.007916667,0.01470339,0.0175,0.003,0.003222222
2022-08-22 07:59:20.413507486 +0000 UTC m=+14880.919461474,1661155160,0.004629956,0.003,0.175,0.016,0.004,0.003072072,0.003,0.004642633,0.003,0.006875,0.01,0.004666667,0.003,0.003
2022-08-22 08:00:20.324584646 +0000 UTC m=+14940.830538627,1661155220,0.004485714,0.003,0.375,0.0163,0.0075,0.003033613,0.003,0.005514706,0.0034,0.008421053,0.015106383,0.005,0.003,0.003
2022-08-22 08:01:20.050236674 +0000 UTC m=+15000.556190654,1661155280,0.004857923,0.003,0.1,0.01125,0.0075,0.003058252,0.003,0.006004016,0.003,0.008611111,0.01125,0.01,0.003,0.003
2022-08-22 08:02:20.387363193 +0000 UTC m=+15060.893317183,1661155340,0.004826923,0.003086957,0.19375,0.019568966,0.006944444,0.003031746,0.003,0.004611111,0.003,0.006166667,0.010642857,0.003714286,0.003,0.003
2022-08-22 08:03:20.066932985 +0000 UTC m=+15120.572886964,1661155400,0.004031579,0.003117647,0.175,0.339285714,0.007857143,0.003042553,0.003,0.005797872,0.003153846,0.007777778,0.009772727,0.003818182,0.003,0.003
2022-08-22 08:04:20.239193673 +0000 UTC m=+15180.745147671,1661155460,0.00445,0.003,0.25,0.607142857,0.006458333,0.003055556,0.003,0.005471888,0.003,0.006576087,0.01125,0.003923077,0.003,0.003
2022-08-22 08:05:20.03025898 +0000 UTC m=+15240.536212967,1661155520,0.004431579,0.003,0.2,1.220588235,0.015,0.003044444,0.003,0.005775463,0.003,0.007692308,0.012307692,0.0625,0.003,0.003
2022-08-22 08:06:20.544058922 +0000 UTC m=+15301.050012939,1661155580,0.004168317,0.003,0.175,0.75,0.0075,0.003044444,0.003,0.004640845,0.003,0.006209677,0.011666667,0.05,0.003,0.003
2022-08-22 08:07:20.268343006 +0000 UTC m=+15360.774297005,1661155640,0.004004525,0.002846154,0.25,0.018,0.006875,0.003066667,0.003,0.006405751,0.003,0.007916667,0.014946809,0.01,0.003,0.003
2022-08-22 08:08:20.04809121 +0000 UTC m=+15420.554045191,1661155700,0.004680751,0.00308,0.1375,0.015735294,0.008,0.003087719,0.003,0.006318182,0.003,0.008963415,0.015974576,0.0375,0.002777778,0.003
2022-08-22 08:09:20.283448749 +0000 UTC m=+15480.789402730,1661155760,0.039375,0.003,0.375,0.012109375,0.004777778,0.00308547,0.003,0.006169202,0.003,0.008292683,0.013826531,0.11875,0.003,0.003
2022-08-22 08:10:20.260644827 +0000 UTC m=+15540.766598807,1661155820,0.00625,0.003,0.25,0.013857143,0.0085,0.003017699,0.003,0.005696347,0.0032,0.007878788,0.013833333,0.0175,0.003,0.003
2022-08-22 08:11:20.197483752 +0000 UTC m=+15600.703437733,1661155880,0.004101449,0.003090909,0.225,0.013387097,0.00875,0.003,0.003,0.005611588,0.003,0.007804878,0.013317308,0.0175,0.003,0.003
2022-08-22 08:12:20.12101918 +0000 UTC m=+15660.626973160,1661155940,0.004388128,0.003,0.175,0.0175,0.0075,0.003017094,0.003,0.00509434,0.0035,0.006691176,0.010986842,0.0375,0.003,0.003
2022-08-22 08:13:20.324887189 +0000 UTC m=+15720.830841175,1661156000,0.004220779,0.003,0.225,0.014534884,0.006785714,0.00304,0.003,0.005432692,0.003,0.006818182,0.011046512,0.005,0.003222222,0.003
2022-08-22 08:14:20.051388057 +0000 UTC m=+15780.557342058,1661156060,0.004448889,0.003,0.2125,0.013541667,0.008333333,0.003034483,0.003,0.004916399,0.003,0.007419355,0.012267442,0.0175,0.0034,0.003
2022-08-22 08:15:20.326653834 +0000 UTC m=+15840.832607814,1661156120,0.003850877,0.003076923,0.175,0.015714286,0.0042,0.003019231,0.003,0.005574324,0.003,0.007573529,0.011395349,0.003,0.003,0.003
2022-08-22 08:16:20.233417308 +0000 UTC m=+15900.739371316,1661156180,0.004374408,0.003076923,0.25,0.01375,0.006666667,0.003016949,0.003,0.00525463,0.003285714,0.006959459,0.013445946,0.0034,0.003,0.003
2022-08-22 08:17:20.235626632 +0000 UTC m=+15960.741580613,1661156240,0.004390909,0.003,0.1,0.012692308,0.005,0.003051724,0.003,0.004692308,0.003,0.006060606,0.011428571,0.0042,0.003,0.003
2022-08-22 08:18:20.055381878 +0000 UTC m=+16020.561335861,1661156300,0.004857143,0.002925926,0.416666667,0.012763158,0.005,0.003017241,0.003,0.00489049,0.003,0.007430556,0.011304348,0.071153846,0.003,0.003
2022-08-22 08:19:20.44275975 +0000 UTC m=+16080.948713730,1661156360,0.04625,0.003,0.175,0.0135625,0.003,0.003,0.003,0.005272512,0.003,0.00766129,0.01326087,0.003909091,0.003,0.003
2022-08-22 08:20:20.498453818 +0000 UTC m=+16141.004407798,1661156420,0.003912442,0.003058824,0.2125,0.015,0.008125,0.00303252,0.0034,0.004709402,0.003,0.0068125,0.009541667,0.0036,0.003,0.003
2022-08-22 08:21:20.265357064 +0000 UTC m=+16200.771311045,1661156480,0.003731034,0.002916667,0.175,0.013461538,0.00625,0.003034188,0.003,0.00490106,0.003,0.007132353,0.011875,0.003285714,0.003,0.003
2022-08-22 08:22:20.35510308 +0000 UTC m=+16260.861057061,1661156540,0.009875,0.003,0.375,0.016136364,0.006785714,0.003073394,0.003,0.006601563,0.003,0.007785714,0.014285714,0.0375,0.002777778,0.003
2022-08-22 08:23:20.329811368 +0000 UTC m=+16320.835765348,1661156600,0.004591304,0.003071429,0.35,0.0165,0.006,0.003016393,0.003,0.006539179,0.003285714,0.008125,0.01122093,0.00875,0.003,0.003
2022-08-22 08:24:20.480235002 +0000 UTC m=+16380.986189000,1661156660,0.004730769,0.003,0.34375,0.016111111,0.006875,0.003036364,0.003,0.005728155,0.003,0.0071875,0.014615385,0.0625,0.002777778,0.003
2022-08-22 08:25:20.134675185 +0000 UTC m=+16440.640629166,1661156720,0.004603687,0.003,0.19375,0.014928571,0.0042,0.003016949,0.003,0.005721344,0.003,0.008357143,0.016272727,0.004,0.003,0.003
2022-08-22 08:26:20.223585397 +0000 UTC m=+16500.729539417,1661156780,0.004820896,0.003,0.25,0.014573171,0.0045,0.003,0.003,0.004874126,0.003,0.00775,0.01606383,0.0375,0.003,0.003
2022-08-22 08:27:20.065359461 +0000 UTC m=+16560.571313441,1661156840,0.004375,0.003,0.1,0.015121951,0.0035,0.003156863,0.003,0.005025126,0.003285714,0.006838235,0.013214286,0.003444444,0.003,0.003
2022-08-22 08:28:20.281427889 +0000 UTC m=+16620.787381914,1661156900,0.004262222,0.003,0.1375,0.017325581,0.00625,0.003,0.003,0.00498895,0.003,0.006768293,0.010428571,0.00425,0.003,0.003
2022-08-22 08:29:20.246773556 +0000 UTC m=+16680.752727566,1661156960,0.004711111,0.003,0.2125,0.013928571,0.004666667,0.00309434,0.003,0.006094378,0.003,0.007697368,0.00994898,0.003666667,0.003,0.003
2022-08-22 08:30:20.327192339 +0000 UTC m=+16740.833146328,1661157020,0.0078,0.003,0.225,0.013125,0.007222222,0.003052174,0.003,0.005375587,0.003857143,0.007352941,0.014038462,0.003545455,0.003,0.003
2022-08-22 08:31:20.29684647 +0000 UTC m=+16800.802800450,1661157080,0.004169492,0.003054054,0.3125,0.010555556,0.0042,0.003134615,0.003,0.005633047,0.003,0.007763158,0.010441176,0.004666667,0.003,0.003
2022-08-22 08:32:20.225268939 +0000 UTC m=+16860.731222931,1661157140,0.003897119,0.003076923,0.205,0.012419355,0.007307692,0.003034483,0.003,0.006169202,0.003125,0.007282609,0.014245283,0.003625,0.003,0.003
2022-08-22 08:33:20.311465341 +0000 UTC m=+16920.817419339,1661157200,0.004076923,0.003,0.2,0.015955882,0.005357143,0.003032787,0.003,0.00508547,0.003,0.0065625,0.011117021,0.005,0.003,0.003
2022-08-22 08:34:20.095925197 +0000 UTC m=+16980.601879216,1661157260,0.004054545,0.002777778,0.375,0.012647059,0.005,0.003018868,0.003,0.005579096,0.003,0.0075,0.012357143,0.061363636,0.003,0.003
2022-08-22 08:35:20.506524707 +0000 UTC m=+17041.012478687,1661157320,0.004661538,0.003,0.19375,0.014934211,0.006388889,0.003,0.003,0.005989796,0.003,0.0071875,0.012378049,0.003736842,0.003,0.003
2022-08-22 08:36:20.159907846 +0000 UTC m=+17100.665861826,1661157380,0.006171875,0.003,0.333333333,0.0175,0.005,0.003055556,0.003,0.00565445,0.0034,0.009274194,0.012743902,0.00475,0.003,0.003
2022-08-22 08:37:20.147792927 +0000 UTC m=+17160.653746921,1661157440,0.004627273,0.003,0.25,0.009728261,0.004666667,0.003069565,0.003333333,0.004938462,0.003,0.007321429,0.0139375,0.004,0.003181818,0.003
2022-08-22 08:38:20.130912551 +0000 UTC m=+17220.636866531,1661157500,0.006944444,0.003,0.25,0.013928571,0.003571429,0.003015748,0.003,0.004849462,0.003,0.006129032,0.009711538,0.003631579,0.002714286,0.003
2022-08-22 08:39:20.393885377 +0000 UTC m=+17280.899839357,1661157560,0.004399142,0.003,,0.013214286,,0.003018018,,0.0053625,0.003,0.007727273,0.012560976,0.005,,0.003
2022-08-22 08:40:20.132393463 +0000 UTC m=+17340.638347464,1661157620,0.004112903,0.003,0.15,0.016402439,0.008055556,0.003092593,0.003,0.006808943,0.003181818,0.008863636,0.012171053,0.003142857,0.002818182,0.003
2022-08-22 08:41:20.279346823 +0000 UTC m=+17400.785300812,1661157680,0.004189427,0.003,0.375,0.0115,0.006071429,0.003034483,0.003,0.004727575,0.003,0.006339286,0.010592105,0.005,0.003,0.003
2022-08-22 08:42:20.378919939 +0000 UTC m=+17460.884873920,1661157740,0.00440625,0.003071429,0.25,0.015142857,0.008125,0.003016529,0.003,0.006229675,0.003,0.008103448,0.012916667,0.1,0.003,0.003
2022-08-22 08:43:20.272299543 +0000 UTC m=+17520.778253542,1661157800,0.004741627,0.003,0.34375,0.012884615,0.005714286,0.003,0.003,0.005641026,0.003,0.008125,0.013235294,0.0225,0.003,0.003
2022-08-22 08:44:20.48877165 +0000 UTC m=+17580.994725651,1661157860,0.006413043,0.003,0.25,0.016982759,0.005833333,0.003035088,0.003,0.005800493,0.003,0.0085,0.011280488,0.004454545,0.003285714,0.003
2022-08-22 08:45:20.322300916 +0000 UTC m=+17640.828254905,1661157920,0.004622807,0.003,0.333333333,0.012727273,0.0046,0.003,0.003666667,0.00492053,0.003,0.007083333,0.010769231,0.003375,0.003,0.003
2022-08-22 08:46:20.385165876 +0000 UTC m=+17700.891119874,1661157980,0.003779923,0.003074074,0.375,0.012432432,0.0035,0.003,,0.004620991,0.003,0.006515152,0.010170455,0.0175,0.003,0.003
2022-08-22 08:47:20.477691347 +0000 UTC m=+17760.983645328,1661158040,0.005921053,0.003,0.375,0.01625,0.007222222,0.003052174,0.003,0.005940265,0.003,0.008365385,0.009895833,0.05,0.003,0.003
2022-08-22 08:48:20.225407267 +0000 UTC m=+17820.731361248,1661158100,0.004142857,0.003,0.175,0.009939024,0.0035,0.003091743,0.003,0.004896341,0.003,0.00719697,0.0131875,0.15625,0.003,0.003
2022-08-22 08:49:20.465021494 +0000 UTC m=+17880.970975474,1661158160,0.004111111,0.003,0.175,0.0158125,0.00625,0.003,0.004,0.005600394,0.003,0.007163462,0.01375,0.004,0.003,0.003
2022-08-22 08:50:20.210648819 +0000 UTC m=+17940.716602827,1661158220,0.004272727,0.003076923,0.291666667,0.015675676,0.004333333,0.003,0.003,0.005972222,0.003,0.009342105,0.018877551,0.00475,0.003,0.003
2022-08-22 08:51:20.308097046 +0000 UTC m=+18000.814051027,1661158280,0.003876596,0.003,0.075,0.0121,,0.003017544,0.003,0.004952218,0.003,0.006907895,0.012678571,0.01375,0.003,0.003
2022-08-22 08:52:20.083946508 +0000 UTC m=+18060.589900488,1661158340,0.004245902,0.002909091,0.1,0.014736842,0.0075,0.003036364,0.003,0.006088889,0.003133333,0.008571429,0.014360465,0.003285714,0.003,0.003
2022-08-22 08:53:20.256558879 +0000 UTC m=+18120.762512868,1661158400,0.004021834,0.003,0.2,0.014318182,0.008125,0.003020408,0.003,0.005111386,0.003,0.007348485,0.010208333,0.02125,0.002714286,0.003
2022-08-22 08:54:20.132513014 +0000 UTC m=+18180.638466996,1661158460,0.004423256,0.003,0.175,0.013445946,0.00625,0.003035714,0.003,0.004917981,0.003,0.006666667,0.010365854,0.025,0.003,0.003
2022-08-22 08:55:20.145707112 +0000 UTC m=+18240.651661092,1661158520,0.004346535,0.003,0.175,0.015,0.0075,0.003039216,0.003,0.004791822,0.003,0.006323529,0.013579545,0.003444444,0.003,0.003
2022-08-22 08:56:20.264718047 +0000 UTC m=+18300.770672044,1661158580,0.004659193,0.003074074,0.375,0.014833333,0.005416667,0.003016129,0.003,0.004656627,0.003,0.006916667,0.009439655,0.055555556,0.003,0.003
2022-08-22 08:57:20.266673877 +0000 UTC m=+18360.772627858,1661158640,0.004084746,0.002928571,0.375,0.01328125,0.0045,0.003036036,0.003,0.004836299,0.003,0.007592593,0.0109375,0.083333333,0.003,0.003
2022-08-22 08:58:20.334245087 +0000 UTC m=+18420.840199092,1661158700,0.004252033,0.003,0.175,0.014112903,0.005833333,0.003142857,0.003,0.005706967,0.003,0.007738095,0.011666667,0.025,0.003,0.003
2022-08-22 08:59:20.164671838 +0000 UTC m=+18480.670625842,1661158760,0.004076923,0.003,0.175,0.009534884,0.003,0.003057692,0.003,0.004623824,0.003,0.006923077,0.009795918,0.005,0.003,0.003
2022-08-22 09:00:20.277887087 +0000 UTC m=+18540.783841067,1661158820,0.004026087,0.003,0.25,0.016363636,0.00625,0.003018349,0.003,0.00526699,0.003,0.007734375,0.014565217,0.005,0.002714286,0.003
2022-08-22 09:01:20.068272867 +0000 UTC m=+18600.574226848,1661158880,0.004072727,0.003,0.175,0.014714286,0.00625,0.003036036,0.003,0.0055,0.003,0.007265625,0.009509804,0.004428571,0.003,0.003
2022-08-22 09:02:20.221555583 +0000 UTC m=+18660.727509597,1661158940,0.004587629,0.003,0.25,0.014772727,0.0175,0.003037736,0.003,0.004889655,0.003,0.00775,0.009840426,0.01,0.003,0.003
2022-08-22 09:03:20.266293533 +0000 UTC m=+18720.772247531,1661159000,0.004321739,0.003076923,0.175,0.0165,0.0075,0.003070796,0.003,0.005678571,0.003,0.00777027,0.013139535,0.005,0.003,0.003
2022-08-22 09:04:20.302490867 +0000 UTC m=+18780.808444853,1661159060,0.004070796,0.003,0.175,0.013125,0.005,0.0030625,0.003,0.00530303,0.003,0.008125,0.011973684,0.0032,0.003,0.003
2022-08-22 09:05:20.18783035 +0000 UTC m=+18840.693784348,1661159120,0.003849558,0.002894737,0.1375,0.011034483,0.016,0.003042105,0.003,0.004520767,0.003,0.006071429,0.011693548,0.003333333,0.003,0.003
2022-08-22 09:06:20.329432038 +0000 UTC m=+18900.835386019,1661159180,0.005322581,0.003,0.175,0.012419355,0.0175,0.003052174,0.003,0.005239521,0.003,0.007222222,0.011785714,0.03125,0.002333333,0.003
2022-08-22 09:07:20.182334593 +0000 UTC m=+18960.688288572,1661159240,0.027205882,0.003,0.625,0.010775862,0.004,0.003035088,0.003,0.00470088,0.003,0.006375,0.011534091,0.066666667,0.003,0.003
2022-08-22 09:08:20.211268119 +0000 UTC m=+19020.717222117,1661159300,0.006171875,0.003,0.19375,0.013958333,0.005,0.003066667,0.003,0.005280172,0.003352941,0.009,0.0145,0.00452,0.003,0.003
2022-08-22 09:09:20.230491231 +0000 UTC m=+19080.736445230,1661159360,0.022272727,0.003,0.225,0.011041667,0.008,0.003083333,0.003,0.006721014,0.003,0.008552632,0.013313953,0.03125,0.003,0.003
2022-08-22 09:10:20.183861543 +0000 UTC m=+19140.689815523,1661159420,0.004110132,0.003,0.175,0.013269231,0.01,0.003033613,0.003,0.006428571,0.003,0.008552632,0.013662791,0.00375,0.002818182,0.003
2022-08-22 09:11:20.068303375 +0000 UTC m=+19200.574257355,1661159480,0.004327103,0.003,0.175,0.014539474,0.003,0.003076923,0.003,0.005925481,0.003,0.007573529,0.0136,0.003571429,0.003,0.003
2022-08-22 09:12:20.374488706 +0000 UTC m=+19260.880442704,1661159540,0.004398058,0.003,0.075,0.015514706,0.0075,0.003098039,0.003,0.005379098,0.003,0.007321429,0.011569767,0.005,0.003,0.003
2022-08-22 09:13:20.099693147 +0000 UTC m=+19320.605647158,1661159600,0.005803571,0.003142857,0.3125,0.015833333,0.006388889,0.003038095,0.003,0.004539823,0.003,0.006551724,0.011097561,0.0375,0.002777778,0.003
2022-08-22 09:14:20.190027909 +0000 UTC m=+19380.695981889,1661159660,0.004537778,0.003,0.2125,0.01402439,0.005357143,0.003034483,0.003,0.004646724,0.003,0.00640625,0.0146875,0.003,0.003,0.003
2022-08-22 09:15:20.333130725 +0000 UTC m=+19440.839084706,1661159720,0.004619469,0.003125,0.2125,0.014666667,0.006,0.003031008,0.003,0.005639535,0.003,0.0075,0.013833333,0.0625,0.003,0.003
2022-08-22 09:16:20.336463455 +0000 UTC m=+19500.842417454,1661159780,0.004327935,0.003,0.2,0.014602273,0.008928571,0.003051282,0.003,0.006259398,0.003,0.009342105,0.011621622,0.005,0.003,0.003
2022-08-22 09:17:20.418605694 +0000 UTC m=+19560.924559703,1661159840,0.004561224,0.003,0.19375,0.013355263,0.005833333,0.003036036,0.003,0.006135321,0.003222222,0.008518519,0.009945652,0.003666667,0.003,0.003
2022-08-22 09:18:20.130688851 +0000 UTC m=+19620.636642848,1661159900,0.004217822,0.003,0.2,0.015454545,0.0055,0.003036697,0.003,0.00536157,0.003,0.0089,0.012635135,0.0045,0.003,0.003
2022-08-22 09:19:20.303283813 +0000 UTC m=+19680.809237795,1661159960,0.004399015,0.003,0.2125,0.011693548,0.003666667,0.003019231,0.003,0.004940789,0.003,0.008076923,0.01,0.025,0.003,0.003
2022-08-22 09:20:20.148178117 +0000 UTC m=+19740.654132097,1661160020,0.004008772,0.003105263,0.175,0.013088235,0.0055,0.003057692,0.003,0.005754132,0.003,0.007236842,0.010357143,0.004,0.003,0.003
2022-08-22 09:21:20.189169877 +0000 UTC m=+19800.695123858,1661160080,0.004927835,0.003,0.25,0.012926829,0.0075,0.003075472,0.003,0.006221973,0.003,0.008263889,0.012837838,0.0375,0.003,0.003
2022-08-22 09:22:20.65012492 +0000 UTC m=+19861.156078924,1661160140,0.003906883,0.003,0.2125,0.013970588,0.003666667,0.003018018,0.003,0.005895062,0.003,0.006642857,0.009583333,0.003,0.003,0.003
2022-08-22 09:23:20.208855978 +0000 UTC m=+19920.714809959,1661160200,0.003900826,0.003086957,0.25,0.0128125,0.006875,0.003017241,0.003,0.005020921,0.003,0.006756757,0.01,0.004,0.003,0.003
2022-08-22 09:24:20.164755402 +0000 UTC m=+19980.670709406,1661160260,0.003970711,0.003,0.2125,0.01627551,0.0035,0.003033898,0.003,0.004650794,0.003,0.006180556,0.00994898,0.003,0.003,0.003
2022-08-22 09:25:20.353820226 +0000 UTC m=+20040.859774206,1661160320,0.004349057,0.003,0.375,0.012357143,0.004333333,0.003084746,0.003,0.005390947,0.003,0.008,0.010375,0.004882353,0.003,0.003
2022-08-22 09:26:20.287239019 +0000 UTC m=+20100.793192999,1661160380,0.004981982,0.003,0.175,0.01625,0.0075,0.003035714,0.003,0.005061275,0.003,0.006875,0.013666667,0.003363636,0.002777778,0.003
2022-08-22 09:27:20.210669349 +0000 UTC m=+20160.716623329,1661160440,0.004668246,0.003,0.375,0.0145,0.00325,0.003037736,0.003,0.004329513,0.003,0.006048387,0.012,0.02125,0.003,0.003
2022-08-22 09:28:20.385336949 +0000 UTC m=+20220.891290948,1661160500,0.004962264,0.003083333,0.325,0.01375,0.007272727,0.003017094,0.003,0.005216895,0.003,0.0065625,0.014090909,0.005,0.003,0.003
2022-08-22 09:29:20.276478271 +0000 UTC m=+20280.782432280,1661160560,0.004116883,0.003,0.2125,0.014411765,0.003909091,0.003034483,0.003,0.005426267,0.003,0.0071875,0.00995,0.003666667,0.003,0.003
2022-08-22 09:30:20.190648955 +0000 UTC m=+20340.696602935,1661160620,0.007642857,0.003,0.3125,0.012045455,0.005416667,0.003067797,0.003,0.004974603,0.003181818,0.007794118,0.0125,0.072727273,0.003,0.003
2022-08-22 09:31:20.2540272 +0000 UTC m=+20400.759981181,1661160680,0.004078838,0.003,0.175,0.01328125,0.01,0.003018868,0.003,0.00627,0.003,0.007177419,0.009619565,0.00325,0.003,0.003
2022-08-22 09:32:20.350467903 +0000 UTC m=+20460.856421901,1661160740,0.004558559,0.003,0.2,0.012727273,0.004,0.003033333,0.003,0.004980831,0.003,0.0079375,0.011646341,0.0375,0.003,0.003
2022-08-22 09:33:20.197013907 +0000 UTC m=+20520.702967913,1661160800,0.004380282,0.003,0.2,0.013958333,0.00375,0.003,0.003,0.00419337,0.003153846,0.005606061,0.010961538,0.015,0.003,0.003
2022-08-22 09:34:20.24439781 +0000 UTC m=+20580.750351790,1661160860,0.008017241,0.003,0.25,0.014144737,0.005,0.003087719,0.003,0.006237113,0.003,0.008055556,0.011914894,0.05,0.003,0.003
2022-08-22 09:35:20.550700698 +0000 UTC m=+20641.056654678,1661160920,0.004327511,0.003,0.175,0.012596154,0.0046,0.003037037,0.003,0.00497351,0.003181818,0.0073125,0.009607843,0.004,0.003,0.003
2022-08-22 09:36:20.352610574 +0000 UTC m=+20700.858564554,1661160980,0.003986547,0.003,0.175,0.013636364,0.008055556,0.003016949,0.003,0.006018868,0.003,0.007678571,0.009754902,0.0035,0.003,0.003
2022-08-22 09:37:20.401034252 +0000 UTC m=+20760.906988239,1661161040,0.00488764,0.003,0.175,0.016,0.003,0.003053097,0.003,0.00508216,0.003,0.007096774,0.01287234,0.004142857,0.003,0.003
2022-08-22 09:38:20.250666424 +0000 UTC m=+20820.756620404,1661161100,0.008977273,0.003,0.375,0.014772727,0.003,0.003040404,0.003,0.004962825,0.003,0.007016129,0.014333333,0.083333333,0.003,0.003
2022-08-22 09:39:20.163963736 +0000 UTC m=+20880.669917715,1661161160,0.004,0.003,0.375,0.015625,0.008333333,0.003033613,,0.006240385,0.003,0.007840909,0.01375,0.005,0.003,0.003
2022-08-22 09:40:20.365808706 +0000 UTC m=+20940.871762686,1661161220,0.004108108,0.003,0.34375,0.01,0.006785714,0.003054545,0.003,0.005676895,0.003,0.00734375,0.01,0.0032,0.003153846,0.003
2022-08-22 09:41:20.102945815 +0000 UTC m=+21000.608899796,1661161280,0.004493333,0.003,0.3125,0.010428571,0.01375,0.003,0.003,0.005989583,,0.008064516,0.009767442,,0.003,0.003
2022-08-22 09:42:20.278403057 +0000 UTC m=+21060.784357037,1661161340,0.004814634,0.003,0.23125,0.016306818,0.009642857,0.003,0.003,0.005992268,0.003222222,0.009875,0.010661765,0.0175,0.003,0.003
2022-08-22 09:43:20.297669144 +0000 UTC m=+21120.803623139,1661161400,0.004040984,0.003066667,0.2,0.015526316,0.005,0.003098039,0.003,0.004770898,0.003,0.007179487,0.011578947,0.005,0.003,0.003
2022-08-22 09:44:20.208234828 +0000 UTC m=+21180.714188809,1661161460,0.0065,0.003,0.375,0.015853659,0.003909091,0.003036697,0.003,0.005975877,0.003285714,0.008071429,0.013214286,0.0175,0.002818182,0.003
2022-08-22 09:45:20.139095893 +0000 UTC m=+21240.645049873,1661161520,0.004622449,0.003,0.375,0.014144737,0.003,0.003043011,0.003,0.005959184,,0.007867647,0.012426471,,0.003,
2022-08-22 09:46:20.316083654 +0000 UTC m=+21300.822037634,1661161580,0.004057778,0.003,0.19375,0.017317073,0.006388889,0.003037037,0.003,0.005630342,0.003,0.007697368,0.011395349,0.003285714,0.002777778,0.003
2022-08-22 09:47:20.333000552 +0000 UTC m=+21360.838954532,1661161640,0.004737864,0.003,0.19375,0.015514706,0.00475,0.003017544,0.003,0.006254513,0.003,0.008109756,0.012608696,0.045833333,0.002777778,0.003
2022-08-22 09:48:20.494179745 +0000 UTC m=+21421.000133733,1661161700,0.004277311,0.002826087,0.458333333,0.0146875,0.006875,0.003111111,0.003,0.005224359,0.0034,0.005645161,0.009680851,0.004428571,0.003,0.003
2022-08-22 09:49:20.451521071 +0000 UTC m=+21480.957475052,1661161760,0.004162602,0.003,0.083333333,0.016104651,0.004666667,0.003018018,0.003,0.00573694,0.003,0.007115385,0.013488372,0.005,0.002714286,0.003
2022-08-22 09:50:20.392862331 +0000 UTC m=+21540.898816312,1661161820,0.004506726,0.003,0.19,0.015357143,0.004142857,0.003,0.003,0.005895349,0.003,0.008306452,0.01796875,0.0075,0.003,0.003
2022-08-22 09:51:20.13145351 +0000 UTC m=+21600.637407491,1661161880,0.003906883,0.003,0.175,0.011,0.006875,0.003051724,0.003,0.00610687,0.003,0.006842105,0.010365854,0.003,0.003,0.003
